Date,/ES,AAPL Last,AAPL Bid,AAPL BS,AAPL Ask,AAPL AS,AAPL Volume,AAPL Open,AAPL High,AAPL Low,QQQ last,QQQ Bid,QQQ BS,QQQ Ask,QQQ AS,QQQ Volume,SPY Last,SPY Bid,SPY BS,SPY Ask,SPY AS,SPY Volume
2024-01-16 07:48:26,4802.5,185.92,183.23,2.0,183.27,1.0,312875.0,0.0,0.0,0.0,409.56,408.12,18,408.16,10,254537.0,476.68,475.3,4,475.32,1,260524.0
2024-01-16 07:48:29,4802.5,185.92,183.23,2.0,183.27,1.0,312875.0,0.0,0.0,0.0,409.56,408.14,1,408.16,10,254537.0,476.68,475.3,4,475.32,1,260524.0
2024-01-16 07:48:32,4802.5,185.92,183.23,1.0,183.27,1.0,313294.0,0.0,0.0,0.0,409.56,408.14,1,408.16,1,254537.0,476.68,475.31,4,475.34,4,261049.0
2024-01-16 07:48:35,4802.5,185.92,183.23,1.0,183.27,1.0,313299.0,0.0,0.0,0.0,409.56,408.14,1,408.16,1,254537.0,476.68,475.31,4,475.34,4,261049.0
2024-01-16 07:48:38,4802.5,185.92,183.23,1.0,183.27,1.0,313300.0,0.0,0.0,0.0,409.56,408.14,2,408.18,18,254538.0,476.68,475.3,17,475.33,4,261068.0
2024-01-16 07:48:41,4802.5,185.92,183.23,1.0,183.27,1.0,313301.0,0.0,0.0,0.0,409.56,408.14,1,408.17,1,254589.0,476.68,475.3,17,475.33,4,261068.0
2024-01-16 07:48:44,4802.25,185.92,183.23,1.0,183.27,1.0,313301.0,0.0,0.0,0.0,409.56,408.14,1,408.16,1,254589.0,476.68,475.3,4,475.32,4,261068.0
2024-01-16 07:48:47,4802.5,185.92,183.23,1.0,183.27,1.0,313332.0,0.0,0.0,0.0,409.56,408.14,2,408.17,1,254589.0,476.68,475.3,4,475.33,4,261087.0
2024-01-16 07:48:50,4802.5,185.92,183.23,1.0,183.27,1.0,313333.0,0.0,0.0,0.0,409.56,408.14,1,408.16,1,254589.0,476.68,475.3,4,475.33,4,261087.0
2024-01-16 07:48:53,4802.5,185.92,183.23,1.0,183.27,1.0,313344.0,0.0,0.0,0.0,409.56,408.12,1,408.16,2,254759.0,476.68,475.29,10,475.33,4,261106.0
2024-01-16 07:48:56,4802.25,185.92,183.23,1.0,183.27,1.0,313360.0,0.0,0.0,0.0,409.56,408.12,1,408.16,9,254759.0,476.68,475.29,10,475.33,4,261106.0
2024-01-16 07:48:59,4802.25,185.92,183.23,1.0,183.27,1.0,313373.0,0.0,0.0,0.0,409.56,408.12,1,408.16,9,254759.0,476.68,475.29,10,475.33,4,261126.0
2024-01-16 07:49:02,4802.25,185.92,183.23,1.0,183.27,1.0,313373.0,0.0,0.0,0.0,409.56,408.08,9,408.13,18,254761.0,476.68,475.28,4,475.31,7,261145.0
2024-01-16 07:49:05,4802.25,185.92,183.23,1.0,183.27,1.0,313374.0,0.0,0.0,0.0,409.56,408.09,17,408.14,18,254763.0,476.68,475.29,4,475.32,4,261145.0
2024-01-16 07:49:08,4802.5,185.92,183.23,1.0,183.27,1.0,313378.0,0.0,0.0,0.0,409.56,408.14,1,408.16,18,254863.0,476.68,475.31,4,475.33,1,261164.0
2024-01-16 07:49:11,4802.5,185.92,183.23,1.0,183.27,1.0,313415.0,0.0,0.0,0.0,409.56,408.11,17,408.16,9,254986.0,476.68,475.31,4,475.33,3,261166.0
2024-01-16 07:49:14,4802.5,185.92,183.2,2.0,183.27,1.0,313536.0,0.0,0.0,0.0,409.56,408.11,10,408.15,9,254996.0,476.68,475.31,7,475.33,4,261176.0
2024-01-16 07:49:17,4802.5,185.92,183.2,1.0,183.27,1.0,313636.0,0.0,0.0,0.0,409.56,408.11,10,408.15,9,254996.0,476.68,475.31,4,475.33,4,261195.0
2024-01-16 07:49:20,4802.75,185.92,183.2,1.0,183.27,1.0,313669.0,0.0,0.0,0.0,409.56,408.13,20,408.16,1,254996.0,476.68,475.33,4,475.35,3,261276.0
2024-01-16 07:49:23,4802.75,185.92,183.2,1.0,183.27,1.0,313669.0,0.0,0.0,0.0,409.56,408.13,18,408.16,1,254996.0,476.68,475.33,4,475.35,3,261276.0
2024-01-16 07:49:26,4803.0,185.92,183.2,1.0,183.27,1.0,313674.0,0.0,0.0,0.0,409.56,408.15,11,408.19,1,255497.0,476.68,475.34,14,475.35,2,261296.0
2024-01-16 07:49:29,4803.0,185.92,183.2,1.0,183.27,1.0,313712.0,0.0,0.0,0.0,409.56,408.17,10,408.22,16,255497.0,476.68,475.36,17,475.4,2,261704.0
2024-01-16 07:49:32,4804.25,185.92,183.2,1.0,183.27,1.0,313742.0,0.0,0.0,0.0,409.56,408.23,1,408.25,1,256924.0,476.68,475.48,4,475.5,6,264721.0
2024-01-16 07:49:36,4804.0,185.92,183.23,2.0,183.27,1.0,313744.0,0.0,0.0,0.0,409.56,408.18,18,408.23,9,257924.0,476.68,475.43,14,475.48,4,265523.0
2024-01-16 07:49:39,4804.5,185.92,183.23,1.0,183.27,1.0,313744.0,0.0,0.0,0.0,409.56,408.23,1,408.25,1,257944.0,476.68,475.49,4,475.5,6,265523.0
2024-01-16 07:49:42,4804.25,185.92,183.23,1.0,183.27,1.0,313744.0,0.0,0.0,0.0,409.56,408.22,8,408.25,2,257944.0,476.68,475.48,4,475.5,6,265528.0
2024-01-16 07:49:45,4803.75,185.92,183.23,1.0,183.27,1.0,313749.0,0.0,0.0,0.0,409.56,408.2,15,408.24,1,257944.0,476.68,475.46,4,475.49,4,265591.0
2024-01-16 07:49:48,4804.0,185.92,183.23,1.0,183.27,1.0,314249.0,0.0,0.0,0.0,409.56,408.18,27,408.23,10,257949.0,476.68,475.45,4,475.48,7,265621.0
2024-01-16 07:49:51,4804.0,185.92,183.23,1.0,183.27,1.0,314249.0,0.0,0.0,0.0,409.56,408.18,18,408.23,10,257949.0,476.68,475.45,2,475.47,4,266975.0
2024-01-16 07:49:54,4803.75,185.92,183.23,1.0,183.27,1.0,314249.0,0.0,0.0,0.0,409.56,408.18,9,408.22,9,257949.0,476.68,475.45,4,475.47,4,266975.0
2024-01-16 07:49:57,4804.0,185.92,183.23,1.0,183.27,1.0,314250.0,0.0,0.0,0.0,409.56,408.23,9,408.27,9,258571.0,476.68,475.48,4,475.5,9,267394.0
2024-01-16 07:50:00,4804.25,185.92,183.18,2.0,183.27,1.0,314354.0,0.0,0.0,0.0,409.56,408.23,10,408.27,9,258571.0,476.68,475.48,4,475.5,9,267394.0
